Jahr;GKZ;Geschlecht;erwerbsalter;gruppe_5;gruppe_15;Anzahl
2013;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;41
2006;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;41
2003;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;41
2016;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;41
2015;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;41
2016;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;40
2016;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;40
2010;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;40
2003;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;40
2013;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;40
2005;20101;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;40
2009;20101;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;40
2006;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;40
2012;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;40
2010;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;39
2013;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;39
2011;20101;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;39
2010;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;39
2009;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;39
2014;20101;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;39
2013;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;39
2021;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;39
2019;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;39
2020;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;39
2023;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;39
2018;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;39
2018;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;39
2020;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;38
2019;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;38
2023;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;38
2004;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;38
2005;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;38
2010;20101;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;38
2013;20101;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;38
2017;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;38
2013;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;38
2011;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;38
2016;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;37
2005;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;37
2013;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;37
2015;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;37
2011;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;37
2005;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;37
2004;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;37
2015;20101;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;37
2012;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;37
2014;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;37
2009;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;37
2020;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;37
2020;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;37
2018;20201;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;37
2018;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;37
2019;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;37
2019;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;37
2021;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;36
2018;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;36
2018;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;36
2019;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;36
2015;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;36
2009;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;36
2014;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;36
2011;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;36
2007;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;36
2004;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;36
2014;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;36
2015;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;36
2010;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;36
2014;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;35
2006;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;35
2006;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;35
2016;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;35
2005;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;35
2011;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;35
2009;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;35
2007;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;35
2011;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;35
2012;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;35
2003;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;35
2018;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;35
2022;21002;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;35
2021;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;35
2020;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;35
2023;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;35
2022;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;34
2021;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;34
2018;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;34
2018;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;34
2010;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;34
2007;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;34
2015;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;34
2005;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;34
2011;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;34
2014;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;34
2010;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;34
2014;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;34
2004;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;34
2017;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;34
2006;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;34
2012;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;34
2011;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;33
2017;20201;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;33
2006;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;33
2005;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;33
2015;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;33
2005;20101;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;33
2013;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;33
2012;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;33
2008;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;33
2003;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;33
2014;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;33
2020;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;33
2019;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;33
2020;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;33
2022;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;33
2022;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;33
2017;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;33
2022;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;32
2023;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;32
2023;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;32
2010;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;32
2009;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;32
2008;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;32
2006;20101;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;32
2005;20527;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;32
2004;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;32
2013;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;32
2007;20201;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;32
2007;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;32
2013;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;32
2013;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;31
2011;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;31
2007;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;31
2014;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;31
2009;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;31
2006;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;31
2011;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;31
2009;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;31
2007;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;31
2008;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;31
2009;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;31
2013;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;31
2004;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;31
2007;20101;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;31
2019;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;31
2019;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;31
2020;20527;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;31
2023;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;31
2021;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;31
2021;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;31
2018;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;31
2020;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;30
2022;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;30
2022;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;30
2023;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;30
2019;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;30
2015;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;30
2010;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;30
2017;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;30
2012;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;30
2011;20101;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;30
2008;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;30
2009;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;30
2011;20527;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2013;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;29
2013;20923;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2014;20201;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;29
2017;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;29
2005;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;29
2011;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;29
2007;20101;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;29
2005;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2017;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;29
2015;20923;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2007;20923;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;29
2017;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;29
2010;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;29
2010;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;29
2006;20635;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;29
2008;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;29
2009;20527;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2018;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;29
2019;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;29
2020;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;29
2020;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;29
2019;20101;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;28
2021;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;28
2021;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;28
2018;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2018;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;28
2021;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;28
2021;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;28
2023;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;28
2018;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;28
2021;20201;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;28
2018;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;28
2015;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;28
2008;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;28
2008;20201;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;28
2017;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2006;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;28
2014;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;28
2008;20527;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2009;20101;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;28
2010;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;28
2007;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2012;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;28
2009;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2015;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;28
2015;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2007;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;28
2007;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;28
2015;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;28
2012;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;28
2013;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;27
2005;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;27
2012;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;27
2014;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;27
2010;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;27
2005;20101;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;27
2004;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2016;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;27
2012;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2012;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;27
2008;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;27
2008;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;27
2015;21002;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2016;21002;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;27
2015;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;27
2016;20201;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;27
2009;20101;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2008;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;27
2014;20101;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;27
2011;20101;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;27
2021;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;27
2023;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;27
2021;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2022;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;27
2023;21002;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2022;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2022;20923;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;27
2023;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2019;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;27
2019;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;27
2020;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2019;20101;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;26
2022;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2022;20201;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;26
2020;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2018;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2021;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2023;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2012;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2013;20923;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2017;20201;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;26
2017;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2004;20201;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2011;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;26
2004;20923;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;26
2005;20635;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2016;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2014;20201;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;26
2003;20201;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;26
2003;20101;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;26
2016;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2003;20201;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2008;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2014;20101;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;26
2006;20923;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;26
2016;20923;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;26
2006;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2011;20101;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;26
2013;21002;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;25
2004;20201;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;25
2013;20635;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;25
2009;20201;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;25
2004;20527;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;25
2004;20527;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;25
2012;20201;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;25
2011;20201;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;25
